immatriculation;numero_de_serie;marque;modele;date_debut;date_fin
S-GXE-110;077480843435;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-11-02;2025-06-24
S-PQD-837;004330701360;OXELO;Decathlon R920E;2022-12-25;2024-08-16
S-PLO-530;082805968227;WISPEED;WISPEED T850 V2;2025-01-19;2026-09-11
S-DAP-691;031444108535;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-07-02;2027-02-22
S-TDH-418;032789509353;JOYOR;Joyor Y10 blanche;2024-12-29;2026-08-21
S-QYX-349;087933822579;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2022-09-10;2024-05-02
S-QJM-966;052455944002;JOYOR;Adulte Joyor Y5S Noir;2024-12-12;2026-08-04
S-CGR-798;024967777477;JOYOR;adulte Joyor Y5S blanche;2024-02-04;2025-09-26
S-ICN-145;014811504959;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-02-14;2024-10-06
S-UJU-121;017963327494;BOHLT;Pliable eKick TD9 - Noir;2025-09-22;2027-05-15
S-WVU-541;027899758817;JOYOR;Adulte Joyor S10-S Noir;2024-01-17;2025-09-08
S-JYC-389;018028698212;JOYOR;Adulte Joyor Y10 Noir;2024-10-23;2026-06-15
S-LYQ-606;034204544282;WISPEED;WISPEED T850 V2;2024-09-11;2026-05-04
S-TCY-141;033170280094;RAZOR;Power Core E100 -Enfant;2024-07-14;2026-03-06
S-PMM-843;052902595704;JOYOR; Adulte Joyor F1 Noir;2024-05-11;2026-01-01
S-ASP-285;090453711134;BOHLT;pliable - eKick 10 PRO - Noir;2024-12-30;2026-08-22
S-ZCV-300;094774398699;SEGWAY-NINEBOT;Ninebot F2;2023-03-01;2024-10-21
S-XTC-995;082647814565;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2025-04-02;2026-11-23
S-UJI-838;027728500116;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2025-08-08;2027-03-31
S-QOJ-811;079438865979;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2024-01-18;2025-09-09
S-NIL-741;048712543114;UNAGI;Unagi Dual Motor;2023-12-11;2025-08-02
S-HHB-565;082828585570;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2022-10-05;2024-05-27
S-YIY-762;099079367814;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2023-02-22;2024-10-14
S-HDR-127;084369636382;SUOTU;Suotu M5 pour enfants et adultes;2024-03-21;2025-11-11
S-XYK-192;019247910240;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2023-05-07;2024-12-27
S-ZRV-239;084231189969;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-09-13;2027-05-06
S-HGD-224;059078001097;BOHLT;Pliable eKick TD9 - Noir;2025-08-08;2027-03-31
S-PHK-308;036010012841;WINDGOO;Windgoo M20 pour enfants et adultes;2024-03-17;2025-11-07
S-NHM-650;097480081893;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2024-12-25;2026-08-17
S-KMM-107;079176753498;JOYOR;Adulte Joyor F5S+ Noir;2023-04-29;2024-12-19
S-GIK-755;050770431728;BOHLT;Pliable eKick TD9 - Noir;2023-02-13;2024-10-05
S-SHC-592;007710510745;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2025-07-22;2027-03-14
S-XXQ-740;015114226579;XIAOMI;Xiaomi 4 GO;2022-12-11;2024-08-02
S-RIS-848;089545944916;UNAGI;Unagi Dual Motor;2023-04-03;2024-11-23
S-XWI-573;016202772276;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2023-08-20;2025-04-11
S-YNH-960;082042944929;WISPEED;WISPEED T850 V2;2025-01-03;2026-08-26
S-OTK-798;061519337104;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2023-03-16;2024-11-05
S-BNX-037;036442366997;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2025-05-31;2027-01-21
S-RJR-421;068527562261;WISPEED;WISPEED T850 V2;2024-09-16;2026-05-09
S-BSB-362;048690264500;RAZOR;Power Core E100 -Enfant;2025-06-28;2027-02-18
S-ODA-524;051137904856;JOYOR;Adulte Joyor Y10 Noir;2024-06-17;2026-02-07
S-ENN-973;097378391493;JOYOR;Adulte Joyor Y10 Noir;2024-10-31;2026-06-23
S-MHU-048;070548223766;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2023-06-16;2025-02-05
S-PJC-354;027834306185;SEGWAY-NINEBOT;Ninebot F2 Pro E;2025-10-05;2027-05-28
S-SIJ-270;015915745870;SUOTU;Suotu rytigo 6;2022-08-28;2024-04-19
S-XHY-040;083994423239;SEGWAY-NINEBOT;Ninebot F2;2025-07-21;2027-03-13
S-KGY-740;005774154880;VOLANS;adulte - e step;2024-01-07;2025-08-29
S-JUP-267;000798115684;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2024-04-27;2025-12-18
S-XZA-215;092740096420;RAZOR;Power Core E100 -Enfant;2023-09-14;2025-05-06
S-PHT-610;053099632640;JOYOR;Adulte Joyor Y10 Noir;2023-02-06;2024-09-28
S-LEL-706;058997486966;KUGOO;Kugoo S1 pro pour enfants et adultes;2025-04-12;2026-12-03
S-HVV-638;005294366275;WEEBOT;Inoe Sweemie 2;2023-02-26;2024-10-18
S-ODH-060;027866042033;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2024-02-26;2025-10-18
S-LJF-742;088291233074;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2022-09-09;2024-05-01
S-KHH-948;069643386951;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-03-21;2026-11-11
S-BCW-409;044132020155;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2022-08-21;2024-04-12
S-ZJW-124;049652347461;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2023-03-15;2024-11-04
S-RRH-284;098010595500;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-05-26;2027-01-16
S-FPT-099;000181763111;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2025-02-16;2026-10-09
S-XJR-925;032258294088;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2025-02-01;2026-09-24
S-UUR-661;011438028725;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-11-29;2025-07-21
S-NZB-921;046870984033;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2024-06-25;2026-02-15
S-WWO-591;005839404536;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2025-06-29;2027-02-19
S-DOB-566;054370418313;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2023-07-01;2025-02-20
S-WGO-885;089663944890;BOHLT;pliable - eKick 10 PRO - Noir;2023-04-06;2024-11-26
S-KIP-713;000618077938;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2024-11-03;2026-06-26
S-YMJ-644;072831880650;BOHLT;Pliable eKick TD9 - Noir;2025-09-02;2027-04-25
S-QCT-708;057384134756;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2022-11-02;2024-06-24
S-NQQ-116;055492739948;JOYOR;Adulte Joyor S10-S Noir;2023-02-14;2024-10-06
S-GMR-549;050218727289;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2025-05-06;2026-12-27
S-QZF-301;020736962239;NAVEE;Scooter électrique Navee N65 Noir;2025-04-07;2026-11-28
S-GWX-583;079281237295;RAZOR;Power Core E100 -Enfant;2024-04-07;2025-11-28
S-YLI-874;048810034505;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2024-03-04;2025-10-25
S-BCM-962;044385604920;WISPEED;WISPEED T850 V2;2022-11-26;2024-07-18
S-GFV-338;018384988479;WISPEED;Wispeed T865;2024-09-12;2026-05-05
S-TRQ-244;069398923375;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2025-07-20;2027-03-12
S-FDE-064;085071904636;JOYOR;Adulte Joyor G5 Noir;2025-03-13;2026-11-03
S-JYJ-738;078866086167;SUOTU;Suotu rytigo 6;2023-04-16;2024-12-06
S-VNF-524;016854599515;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2024-03-16;2025-11-06
S-DBU-250;013080135861;UNAGI;Unagi Dual Motor;2023-06-18;2025-02-07
S-AIM-955;055952594743;JOYOR;Adulte Joyor GS5 Noir;2024-01-21;2025-09-12
S-HJG-433;097035198112;WISPEED;Wispeed T865;2023-04-14;2024-12-04
S-NDO-938;036338979524;JOYOR;Adulte Joyor GS5 Noir;2025-01-19;2026-09-11
S-VOY-230;052238697944;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2022-12-23;2024-08-14
S-HEU-742;065642539957;OXELO;Decathlon R900E;2024-03-06;2025-10-27
S-BIL-054;013838596414;JOYOR;Adulte Joyor S5 Noir;2025-05-15;2027-01-05
S-MCB-243;088328392119;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2023-04-26;2024-12-16
S-SYM-684;087215919483;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2023-11-11;2025-07-03
S-KRF-694;011167048525;WISPEED;Wispeed T865;2025-07-27;2027-03-19
S-LAS-901;033379540315;XIAOMI;Xiaomi 4 GO;2023-05-05;2024-12-25
S-EZV-213;071442355321;RED6;pliable - RED6 85 SPARROW - Vitesse Max 25 Km - Batterie;2025-09-02;2027-04-25
S-PEL-833;039559840767;XIAOMI;Xiaomi Mi 3;2023-12-21;2025-08-12
S-MXI-011;016631071844;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2023-05-22;2025-01-11
S-ZJK-298;013118515511;JOYOR;Adulte Joyor X5S Noir;2022-08-19;2024-04-10
S-IUX-371;093328704646;WISPEED;WISPEED T850 V2;2023-01-04;2024-08-26
S-OOV-283;017823645437;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2024-06-18;2026-02-08
S-EEG-073;076059070427;JOYOR;Adulte Joyor Y5S Noir;2022-09-19;2024-05-11
S-FUV-828;091870723651;XIAOMI;Xiaomi 4 GO;2024-11-13;2026-07-06
S-GJS-018;074101501006;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2025-04-09;2026-11-30
S-KQP-977;097711533085;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2025-03-01;2026-10-22
S-PEE-968;037138810883;BOHLT;Pliable eKick TD9 - Noir;2023-03-04;2024-10-24
S-IZH-009;079267441218;JOYOR;Adulte Joyor S5 Noir;2023-01-16;2024-09-07
S-ZOI-809;013982774413;XIAOMI;Xiaomi Scooter 4;2025-10-29;2027-06-21
S-XEM-443;022070563544;JOYOR;Adulte Joyor GS5 Noir;2024-12-21;2026-08-13
S-WRW-433;080668400065;OKAI;Scooter électrique Okai ES20 Noir;2022-09-12;2024-05-04
S-ARM-050;055387459022;XIAOMI;Xiaomi 4 GO;2023-10-07;2025-05-29
S-YDT-063;027906130040;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2024-04-30;2025-12-21
S-SDI-802;092374871835;SEGWAY-NINEBOT;Ninebot F2 Plus;2024-03-21;2025-11-11
S-QGD-747;097965732734;KUGOO;Kugoo S1 pro pour enfants et adultes;2024-03-06;2025-10-27
S-GEN-230;084946851095;JOYOR;Adulte Joyor S10-S Noir;2023-05-07;2024-12-27
S-GGH-739;069362764146;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-08-02;2025-03-24
S-ZND-233;076846156227;KUGOO;Kugoo S1 pro pour enfants et adultes;2023-03-04;2024-10-24
S-DWG-135;088112800062;JOYOR;Adulte Joyor G5 Noir;2025-10-31;2027-06-23
S-DDO-819;020063966837;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2022-08-31;2024-04-22
S-ULW-460;062757451627;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2024-01-18;2025-09-09
S-HVY-055;093219651717;OKAI;OKAI NEON LITE ES10 - BLACK;2024-06-24;2026-02-14
S-GVY-733;083918432802;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2024-03-31;2025-11-21
S-FSV-638;042260585159;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2024-07-14;2026-03-06
S-MPL-807;071056378267;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2024-11-05;2026-06-28
S-WJR-690;041960374002;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2023-01-03;2024-08-25
S-ECP-597;059319268891;XIAOMI;Xiaomi Scooter 4;2022-08-14;2024-04-05
S-UAW-746;029737863519;JOYOR;Joyor Y10 blanche;2023-02-14;2024-10-06
S-VCV-859;023491622272;UNAGI;Unagi Dual Motor;2022-12-25;2024-08-16
S-WUY-720;016601130309;UNAGI;Unagi Dual Motor;2022-10-21;2024-06-12
S-RLE-711;097302596989;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2022-12-14;2024-08-05
S-CQZ-593;019711029379;XIAOMI;Xiaomi 4 GO;2024-01-14;2025-09-05
S-VBO-959;008623681038;VOLANS;adulte - e step;2022-08-05;2024-03-27
S-QVF-423;069122129725;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-09-17;2025-05-09
S-BMM-904;048809410056;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2023-07-02;2025-02-21
S-YUD-648;037330981036;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-09-14;2027-05-07
S-QPS-737;027999759312;JOYOR;Adulte Joyor S5 Noir;2023-02-06;2024-09-28
S-KBX-446;071005088141;OXELO;Decathlon R900E;2023-07-28;2025-03-19
S-BOI-864;021387103845;RAZOR;Power Core E100 -Enfant;2024-12-13;2026-08-05
S-UUG-535;065112049179;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2022-10-25;2024-06-16
S-YBS-625;019677278159;JOYOR;Adulte Joyor S5 Noir;2024-05-25;2026-01-15
S-NLW-890;059989265939;SUOTU;Suotu R1 PRO pour adultes;2024-10-27;2026-06-19
S-YSG-371;000702872573;VOLANS;adulte - e step;2024-02-13;2025-10-05
S-JVL-606;010841856821;XIAOMI;Xiaomi 4 Lite;2022-12-21;2024-08-12
S-FXQ-118;049284031232;KUGOO;Kugoo S1 pro pour enfants et adultes;2022-08-04;2024-03-26
S-FAR-266;079666487604;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-03-09;2024-10-29
S-CEW-024;094392293529;JOYOR;Adulte Joyor F3;2025-09-22;2027-05-15
S-NSI-103;045349658887;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2024-01-05;2025-08-27
S-BIK-742;050313002051;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2025-01-29;2026-09-21
S-NKK-239;003257106501;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2023-10-23;2025-06-14
S-HYC-863;069885893936;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2024-06-26;2026-02-16
S-LOH-365;065378733287;RED6;pliable - RED6 85 SPARROW - Vitesse Max 25 Km - Batterie;2023-02-21;2024-10-13
S-LQE-220;090473660382;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2025-10-01;2027-05-24
S-RRA-542;025891556272;JIVR;JIVR avec moteur 230W et triple système de freinage;2023-11-24;2025-07-16
S-WLO-407;062150317033;JOYOR;Adulte Joyor F5S+ Noir;2023-01-06;2024-08-28
S-MYT-177;033072294258;JOYOR;Adulte Joyor Y10 Noir;2025-03-03;2026-10-24
S-RZS-239;007246385389;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2025-11-10;2027-07-03
S-YJV-858;032067040959;TO.TEM;LYNX - 3 ROUES;2023-11-05;2025-06-27
S-OTS-880;043174860400;OXELO;Decathlon R900E;2025-02-18;2026-10-11
S-DHM-302;005447733026;JOYOR;Adulte Joyor F5S+ Noir;2024-08-03;2026-03-26
S-ZDA-498;094256147368;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2024-06-27;2026-02-17
S-PSN-702;006828872453;BOHLT;pliable - eKick 10 PRO - Noir;2023-12-12;2025-08-03
S-JPK-631;041987784501;RAZOR;Power Core E100 -Enfant;2023-08-16;2025-04-07
S-NOQ-988;038328894081;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-09-24;2025-05-16
S-IBB-908;056277650698;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2024-03-12;2025-11-02
S-DCU-080;065487732047;SUOTU;Suotu rytigo 6;2025-04-10;2026-12-01
S-VZB-089;077135205284;XIAOMI;Xiaomi 4 Lite;2025-07-20;2027-03-12
S-GNW-001;076806765412;OXELO;Decathlon R920E;2024-10-08;2026-05-31
S-NMW-670;006197797132;JOYOR;Adulte Joyor S5 Noir;2024-03-23;2025-11-13
S-MYQ-101;066674909508;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2024-04-18;2025-12-09
S-HXT-688;024157425919;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2024-12-11;2026-08-03
S-RQA-803;035804359439;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-01-28;2026-09-20
S-KPU-240;041679547071;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-03-25;2024-11-14
S-RXQ-592;091846945766;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2025-05-06;2026-12-27
S-XEN-231;037301054885;JOYOR;Adulte Joyor F3 Blanc;2024-12-27;2026-08-19
S-VFH-062;073420309787;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-04-27;2026-12-18
S-WVP-212;093895261450;OKAI;OKAI NEON LITE ES10 - BLACK;2025-05-04;2026-12-25
S-OCM-518;074392570823;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-12-31;2025-08-22
S-KXE-313;011676967890;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2022-09-24;2024-05-16
S-LTP-857;038264372053;SUOTU;Suotu rytigo 6;2022-09-08;2024-04-30
S-LLF-168;064323061494;RAZOR;Power Core E100 -Enfant;2022-11-12;2024-07-04
S-VSM-946;071920766378;XIAOMI;Xiaomi 4 Lite;2022-09-30;2024-05-22
S-KZV-613;041573486869;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-04-21;2024-12-11
S-AQL-373;013433237356;NAVEE;Scooter électrique Navee N65 Noir;2025-07-23;2027-03-15
S-RTX-012;014678793079;SEGWAY-NINEBOT;Ninebot F2;2023-09-28;2025-05-20
S-WEF-627;053052752250;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2024-10-25;2026-06-17
S-NWK-461;089720714975;JOYOR;Adulte Joyor GS5 Noir;2025-10-17;2027-06-09
S-SXD-119;024461458434;JOYOR;Adulte Joyor S10-S Noir;2024-12-29;2026-08-21
S-ZDE-444;042548056808;UNAGI;Unagi Dual Motor;2023-07-14;2025-03-05
S-MTN-147;062794174678;VOLANS;adulte - e step;2024-04-22;2025-12-13
S-HDA-348;029447317022;RAZOR;Power Core E100 -Enfant;2024-10-03;2026-05-26
S-AOE-354;034541549929;BOHLT;pliable - eKick 10 PRO - Noir;2023-09-16;2025-05-08
S-RGB-277;081427165902;JOYOR;Joyor Y10 blanche;2023-01-11;2024-09-02
S-IIO-467;010253778879;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2025-11-06;2027-06-29
S-DIE-801;086013462798;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2024-03-25;2025-11-15
S-BJJ-589;081308625340;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2025-01-29;2026-09-21
S-AHU-728;029123004299;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2024-11-28;2026-07-21
S-FMU-145;026182775843;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2024-01-25;2025-09-16
S-PPQ-196;096227897700;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2025-05-18;2027-01-08
S-OTK-211;030054022114;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-01-29;2024-09-20
S-USZ-060;021295731081;BOHLT;Pliable eKick TD9 - Noir;2024-09-15;2026-05-08
S-LJC-118;057380854283;JIVR;JIVR avec moteur 230W et triple système de freinage;2023-02-23;2024-10-15
S-WMY-593;014647463783;XIAOMI;Xiaomi 4 Lite;2022-12-10;2024-08-01
S-HLP-867;014759891871;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2024-08-08;2026-03-31
S-VRR-032;087349649298;NAVEE;Scooter électrique Navee N65 Noir;2024-12-31;2026-08-23
S-PAC-076;021728477208;JOYOR;Joyor Y10 blanche;2024-04-10;2025-12-01
S-OOY-441;083099928820;SEGWAY-NINEBOT;Ninebot F2 Plus;2025-09-26;2027-05-19
S-DIO-797;014282176154;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2023-08-23;2025-04-14
S-LLA-019;090517824431;OKAI;OKAI NEON LITE ES10 - BLACK;2022-12-14;2024-08-05
S-EZL-122;086571049053;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2023-06-24;2025-02-13
S-LOX-502;074476133586;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2024-02-04;2025-09-26
S-CRC-491;068949030904;SEGWAY-NINEBOT;Ninebot F2 Plus;2023-12-31;2025-08-22
S-IMY-593;076199192543;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2024-07-04;2026-02-24
S-EXG-570;077187588785;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-01-23;2024-09-14
S-NGR-842;026079333479;JOYOR;Adulte Joyor S5 Noir;2024-05-15;2026-01-05
S-JWE-860;085480441890;JIVR;JIVR avec moteur 230W et triple système de freinage;2023-07-29;2025-03-20
S-NMT-067;045220508860;BOHLT;pliable - eKick 10 PRO - Noir;2025-10-18;2027-06-10
S-AGX-840;037949834211;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2022-12-15;2024-08-06
S-HNC-382;036171738158;SUOTU;Suotu R1 pour adultes;2024-07-18;2026-03-10
S-NIQ-909;002459142705;XIAOMI;Xiaomi Scooter 4;2023-04-23;2024-12-13
S-AMH-332;012810206332;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2024-03-17;2025-11-07
S-BML-331;099447316086;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2025-04-29;2026-12-20
S-MYA-693;001211942416;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2024-10-21;2026-06-13
S-DUJ-366;041544880405;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2022-12-21;2024-08-12
S-TKL-728;078922663916;SEGWAY-NINEBOT;Ninebot F2 Plus;2025-09-17;2027-05-10
S-TSE-708;058886043270;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-10-31;2025-06-22
S-RAD-399;047134619489;JOYOR;Adulte Joyor GS5 Noir;2024-05-31;2026-01-21
S-ANB-450;020395381120;JOYOR;Adulte Joyor S5 Noir;2023-03-21;2024-11-10
S-HTG-097;020679221320;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2023-04-24;2024-12-14
S-TMA-446;058107788549;JOYOR;Adulte Joyor G5 Noir;2024-10-12;2026-06-04
S-NFS-493;063101940102;WISPEED;WISPEED T850 V2;2024-10-11;2026-06-03
S-YZL-916;023391661261;SUOTU;Suotu R1 pour adultes;2022-12-17;2024-08-08
S-XMV-935;082342309114;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2022-11-28;2024-07-20
S-SIB-939;052914689817;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2025-01-12;2026-09-04
S-WPJ-023;014027595452;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-04-21;2025-12-12
S-ZKV-167;095969656331;WINDGOO;Windgoo M20 pour enfants et adultes;2023-12-31;2025-08-22
S-TTQ-637;039232745770;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2024-03-20;2025-11-10
S-POF-195;042547452452;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-06-19;2027-02-09
S-MFJ-107;067499509409;JOYOR;Adulte Joyor S5 Noir;2025-03-21;2026-11-11
S-UUL-456;081220213082;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2024-02-20;2025-10-12
S-LMJ-177;001507445285;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2025-06-26;2027-02-16
S-HXX-860;091611624820;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2023-06-27;2025-02-16
S-YCU-658;056478841013;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2025-04-02;2026-11-23
S-XQL-910;028289728928;JOYOR;Adulte Joyor G5 Noir;2023-04-17;2024-12-07
S-PCO-288;089248353918;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2024-10-12;2026-06-04
S-CNU-085;055860947448;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2025-06-27;2027-02-17
S-TQB-647;017414767711;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2022-10-21;2024-06-12
S-KVY-710;087600305674;UNAGI;Unagi Dual Motor;2022-08-13;2024-04-04
S-OLM-093;010411999023;SUOTU;Suotu R1 pour adultes;2022-10-14;2024-06-05
S-WSV-235;037490581983;JOYOR;Adulte Joyor F3;2025-05-24;2027-01-14
S-BSU-931;072321780848;JOYOR;Adulte Joyor X5S Noir;2024-11-16;2026-07-09
S-XMX-036;094418945444;JOYOR;adulte Joyor Y5S blanche;2024-10-19;2026-06-11
S-CHO-811;099836924039;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2025-02-18;2026-10-11
S-VQT-750;057013087147;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2023-06-16;2025-02-05
S-PUO-355;075764429513;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2025-04-02;2026-11-23
S-YXR-873;075382445520;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2023-06-16;2025-02-05
S-KMW-573;041500783122;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2025-08-06;2027-03-29
S-SEU-953;049179363546;WEEBOT;Inoe Sweemie 2;2023-06-29;2025-02-18
S-XNE-178;088185181895;OKAI;OKAI NEON LITE ES10 - BLACK;2022-11-30;2024-07-22
S-VUV-979;024067763605;VOLANS;adulte - e step;2023-02-16;2024-10-08
S-KBI-141;052765669982;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-06-27;2027-02-17
